Date,Year,Paddock,Territory,Nest_ID,Egg_ID,Length,Width,Female,Known_lay_order,Clutch_size,Clutch_size_certain,Picture_eggs,,Comments,,
21-Oct-16,2016,SWEDE,SWEDE SW,BA,BA2,47.77,36.08,,,8,,,,,,
21-Oct-16,2016,SWEDE,SWEDE SW,BA,BA3,50.43,36.20,,,8,,,,,,
21-Oct-16,2016,SWEDE,SWEDE SW,BA,BA4,48.61,36.07,,,8,,,,,,
21-Oct-16,2016,SWEDE,SWEDE SW,BA,BA5,49.64,36.43,,,8,,,,,,
21-Oct-16,2016,SWEDE,SWEDE SW,BA,BA6,46.02,35.56,,,8,,,,,,
21-Oct-16,2016,SWEDE,SWEDE SW,BA,BA7,50.90,36.22,,,8,,,,,,
21-Oct-16,2016,SWEDE,SWEDE SW,BA,BA8,49.58,37.16,,,8,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB1,54.49,35.52,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB2,55.40,37.95,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB3,54.83,38.39,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB4,53.71,38.14,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB5,54.87,37.25,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB6,84.99,38.16,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB7,51.64,35.47,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB8,54.34,37.51,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB9,48.27,34.73,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB10,50.73,38.22,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB11,51.19,36.09,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB12,53.13,37.51,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB13,51.81,38.79,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB14,52.95,37.86,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB15,50.87,38.21,,,16,,,,,,
21-Oct-16,2016,SWEDE,SWEDE S,BB,BB16,50.13,36.52,,,16,,,,,,
21-Oct-16,2016,SWEDE ,SWEDE SE,BC,BC1,52.99,32.06,,,4,,,,,,
21-Oct-16,2016,SWEDE ,SWEDE SE,BC,BC2,52.38,33.99,,,4,,,,,,
21-Oct-16,2016,SWEDE ,SWEDE SE,BC,BC3,51.46,34.30,,,4,,,,,,
21-Oct-16,2016,SWEDE ,SWEDE SE,BC,BC4,51.16,35.21,,,4,,,,,,
25-Oct-16,2016,TRIG,TRIG C,BE,BE1,53.35,35.86,,,5,,,,,,
25-Oct-16,2016,TRIG,TRIG C,BE,BE2,53.85,38.33,,,5,,,,,,
25-Oct-16,2016,TRIG,TRIG C,BE,BE3,53.23,36.97,,,5,,,,,,
25-Oct-16,2016,TRIG,TRIG C,BE,BE4,53.07,37.26,,,5,,,,,,
25-Oct-16,2016,TRIG,TRIG C,BE,BE5,51.64,35.26,,,5,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF1,49.72,38.05,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF2,51.20,34.87,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF3,51.13,37.62,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF4,49.80,34.93,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF5,51.07,35.07,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF6,50.21,35.86,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF7,52.63,37.43,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF8,50.36,36.05,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF9,53.77,36.55,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF10,49.73,36.04,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF11,51.77,34.85,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF12,49.09,37.57,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF13,47.96,35.18,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF14,49.79,34.52,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF15,49.83,35.59,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF16,50.61,37.52,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF17,52.49,37.24,,,18,,,,,,
26-Oct-16,2016,SY2,SY2 CW,BF,BF18,50.80,35.58,,,18,,,,,,
26-Oct-16,2016,TRIG ,TRIG W,BG,BG1,52.85,36.96,,,2,,,,,,
26-Oct-16,2016,TRIG ,TRIG W,BG,BG2,51.14,38.29,,,2,,,,,,
26-Oct-16,2016,SPB,SPB N DITCH,BH,BH1,54.54,36.94,,,4,,,,,,
26-Oct-16,2016,SPB,SPB N DITCH,BH,BH2,53.64,37.44,,,4,,,,,,
26-Oct-16,2016,SPB,SPB N DITCH,BH,BH3,53.53,37.52,,,4,,,,,,
27-Oct-16,2016,SPB,SPB N DITCH,BH,BH4,55.26,36.30,,,4,,,,,,
1-Nov-16,2016,NPB,NPB CW,BI,BI1,51.21,36.33,,,7,,,,,,
1-Nov-16,2016,NPB,NPB CW,BI,BI2,51.56,36.99,,,7,,,,,,
1-Nov-16,2016,NPB,NPB CW,BI,BI3,50.77,35.19,,,7,,,,,,
1-Nov-16,2016,NPB,NPB CW,BI,BI4,50.52,34.99,,,7,,,,,,
1-Nov-16,2016,NPB,NPB CW,BI,BI5,47.30,37.48,,,7,,,,,,
2-Nov-16,2016,NPB,NPB CW,BI,BI6,55.31,36.33,,,7,,,,,,
3-Nov-16,2016,NPB,NPB CW,BI,BI7,52.89,34.96,,,7,,,,,,
1-Nov-16,2016,NPB,NPB NE,BJ,BJ1,48.46,35.60,,,5,,,,,,
1-Nov-16,2016,NPB,NPB NE,BJ,BJ2,49.85,35.84,,,5,,,,,,
1-Nov-16,2016,NPB,NPB NE,BJ,BJ3,48.25,36.70,,,5,,,,,,
1-Nov-16,2016,NPB,NPB NE,BJ,BJ4,48.97,35.39,,,5,,,,,,
1-Nov-16,2016,NPB,NPB NE,BJ,BJ5,48.16,36.56,,,5,,,,,,
7-Nov-16,2016,CACT,CACT S,BK,BK1,53.44,37.92,,,6,,,,STAR PIP,,
7-Nov-16,2016,CACT,CACT S,BK,BK2,56.44,38.94,,,6,,,,,,
7-Nov-16,2016,CACT,CACT S,BK,BK3,52.08,38.49,,,6,,,,,,
7-Nov-16,2016,CACT,CACT S,BK,BK4,55.18,37.74,,,6,,,,STAR PIP,,
7-Nov-16,2016,CACT,CACT S,BK,BK5,54.37,37.84,,,6,,,,,,
7-Nov-16,2016,CACT,CACT S,BK,BK6,55.45,37.42,,,6,,,,,,
8-Nov-16,2016,WSHP ,WSHP,BL,BL1,51.32,36.47,,,,,,,COLD,,
9-Nov-16,2016,STAFF,STAFF GATE,BM,BM1,52.84,36.86,,,1,,,,,,
17-Nov-16,2016,NPB,NPB C,BN,BN1,53.22,35.84,,,12,,,,Incubator on nest,,
17-Nov-16,2016,NPB,NPB C,BN,BN2,51.13,35.67,,,12,,,,,,
17-Nov-16,2016,NPB,NPB C,BN,BN3,52.16,35.83,,,12,,,,,,
17-Nov-16,2016,NPB,NPB C,BN,BN4,51.51,37.05,,,12,,,,,,
17-Nov-16,2016,NPB,NPB C,BN,BN5,50.07,36.11,,,12,,,,,,
17-Nov-16,2016,NPB,NPB C,BN,BN6,51.09,37.81,,,12,,,,,,
17-Nov-16,2016,NPB,NPB C,BN,BN7,50.03,35.29,,,12,,,,,,
17-Nov-16,2016,NPB,NPB C,BN,BN8,51.01,25.23,,,12,,,,,,
17-Nov-16,2016,NPB,NPB C,BN,BN9,50.50,37.39,,,12,,,,,,
17-Nov-16,2016,NPB,NPB C,BN,BN10,51.16,36.01,,,12,,,,,,
17-Nov-16,2016,NPB,NPB C,BN,BN11,50.17,34.58,,,12,,,,,,
17-Nov-16,2016,NPB,NPB C,BN,BN12,50.77,37.93,,,12,,,,,,
21-Nov-16,2016,SY2,SY2 NE,BO,BO1,48.03,35.78,,,9,,,,,,
21-Nov-16,2016,SY2,SY2 NE,BO,BO2,46.67,34.65,,,9,,,,,,
21-Nov-16,2016,SY2,SY2 NE,BO,BO3,50.17,36.85,,,9,,,,,,
21-Nov-16,2016,SY2,SY2 NE,BO,BO4,52.24,36.94,,,9,,,,,,
21-Nov-16,2016,SY2,SY2 NE,BO,BO5,51.18,36.89,,,9,,,,,,
21-Nov-16,2016,SY2,SY2 NE,BO,BO6,49.83,35.18,,,9,,,,,,
21-Nov-16,2016,SY2,SY2 NE,BO,BO7,51.15,35.95,,,9,,,,,,
22-Nov-16,2016,SY2,SY2 NE,BO,BO8,52.56,37.30,,,9,,,,,,
22-Nov-16,2016,SY2,SY2 NE,BO,BO9,50.31,36.71,,,9,,,,,,
21-Nov-16,2016,NPB,NPB,BP,BP1,50.73,36.89,,,,,,,RENEST OF BF,,
21-Nov-16,2016,NPB,NPB,BP,BP2,49.51,37.76,,,,,,,,,
21-Nov-16,2016,NPB,NPB,BP,BP3,49.55,37.07,,,,,,,,,
21-Nov-16,2016,NPB,NPB,BP,BP4,51.17,36.70,,,,,,,,,
21-Nov-16,2016,NPB,NPB,BP,BP5,50.24,36.54,,,,,,,,,
21-Nov-16,2016,NPB,NPB,BP,BP6,51.09,37.05,,,,,,,,,
21-Nov-16,2016,NPB,NPB,BP,BP7,50.52,35.46,,,,,,,,,
21-Nov-16,2016,NPB,NPB,BP,BP8,51.13,35.85,,,,,,,,,
21-Nov-16,2016,NPB,NPB,BP,BP9,50.09,34.91,,,,,,,,,
21-Nov-16,2016,NPB,NPB,BP,BP10,51.78,34.43,,,,,,,,,
21-Nov-16,2016,NPB,NPB,BP,BP11,49.53,35.56,,,,,,,,,
21-Nov-16,2016,NPB,NPB,BP,BP12,49.65,36.07,,,,,,,,,
21-Nov-16,2016,NPB,NPB,BP,BP13,49.29,34.32,,,,,,,,,
22-Nov-16,2016,NPB,NPB,BP,BP14,52.12,35.10,,,,,,,,,
22-Nov-16,2016,NPB,NPB,BP,BP15,48.70,36.50,,,,,,,,,
23-Nov-16,2016,NPB,NPB,BP,BP16,49.36,35.35,,,,,,,,,
23-Nov-16,2016,NPB,NPB,BP,BP17,51.08,36.82,,,,,,,,,
23-Nov-16,2016,NPB,NPB,BP,BP18,49.30,35.50,,,,,,,,,
22-Nov-16,2016,NPB ,NPB S,BQ,BQ1,51.16,36.36,,,4,,,,,,
22-Nov-16,2016,NPB ,NPB S,BQ,BQ2,45.27,33.53,,,4,,,,,,
22-Nov-16,2016,NPB ,NPB S,BQ,BQ3,51.80,36.90,,,4,,,,,,
22-Nov-16,2016,NPB ,NPB S,BQ,BQ4,46.28,37.01,,,4,,,,,,
23-Nov-16,2016,SPB,SPB,BR,BR1,53.41,37.19,,,1,,,,,,
25-Nov-16,2016,RF,RF E DITCH,BS,BS1,52.32,37.04,,,4,,,,,,
25-Nov-16,2016,RF,RF E DITCH,BS,BS2,52.85,37.79,,,4,,,,,,
25-Nov-16,2016,RF,RF E DITCH,BS,BS3,54.23,36.92,,,4,,,,,,
25-Nov-16,2016,RF,RF E DITCH,BS,BS4,52.46,36.99,,,4,,,,,,
28-Nov-16,2016,SWEDE,SWEDE S GATE,BT,BT1,51.25,37.70,,,12,,,,FOUND WITH 2 CHICKS,,
28-Nov-16,2016,SWEDE,SWEDE S GATE,BT,BT2,54.41,37.97,,,12,,,,,,
28-Nov-16,2016,SWEDE,SWEDE S GATE,BT,BT3,51.10,37.90,,,12,,,,,,
28-Nov-16,2016,SWEDE,SWEDE S GATE,BT,BT4,58.51,37.15,,,12,,,,,,
28-Nov-16,2016,SWEDE,SWEDE S GATE,BT,BT5,52.47,38.40,,,12,,,,,,
28-Nov-16,2016,SWEDE,SWEDE S GATE,BT,BT6,52.89,37.40,,,12,,,,,,
28-Nov-16,2016,SWEDE,SWEDE S GATE,BT,BT7,51.62,35.83,,,12,,,,,,
28-Nov-16,2016,SWEDE,SWEDE S GATE,BT,BT8,55.06,37.27,,,12,,,,,,
28-Nov-16,2016,SWEDE,SWEDE S GATE,BT,BT9,52.21,37.20,,,12,,,,,,
28-Nov-16,2016,SWEDE,SWEDE S GATE,BT,BT10,52.51,36.16,,,12,,,,,,
28-Nov-16,2016,SWEDE,SWEDE S GATE,BT,BT11,55.96,36.51,,,12,,,,,,
28-Nov-16,2016,SWEDE,SWEDE S GATE,BT,BT12,56.21,37.51,,,12,,,,,,
30-Nov-16,2016,SPB,SPB E EX,BU,BU1,54.99,37.03,,,5,,,,,,
30-Nov-16,2016,SPB,SPB E EX,BU,BU2,52.59,38.47,,,5,,,,,,
30-Nov-16,2016,SPB,SPB E EX,BU,BU3,55.86,37.41,,,5,,,,,,
30-Nov-16,2016,SPB,SPB E EX,BU,BU4,53.91,36.52,,,5,,,,,,
30-Nov-16,2016,SPB,SPB E EX,BU,BU5,55.07,36.21,,,5,,,,,,
1-Dec-16,2016,LAG,LAG C,BV,BV1,49.06,36.58,,,10,,,,,,
1-Dec-16,2016,LAG,LAG C,BV,BV2,50.26,37.16,,,10,,,,,,
1-Dec-16,2016,LAG,LAG C,BV,BV3,49.16,36.60,,,10,,,,,,
1-Dec-16,2016,LAG,LAG C,BV,BV4,51.41,36.00,,,10,,,,,,
1-Dec-16,2016,LAG,LAG C,BV,BV5,48.02,37.00,,,10,,,,,,
1-Dec-16,2016,LAG,LAG C,BV,BV6,52.56,35.59,,,10,,,,,,
1-Dec-16,2016,LAG,LAG C,BV,BV7,48.95,36.55,,,10,,,,,,
1-Dec-16,2016,LAG,LAG C,BV,BV8,48.74,35.95,,,10,,,,,,
3-Dec-16,2016,LAG,LAG C,BV,BV9,50.25,36.36,,,10,,,,,,
5-Dec-16,2016,LAG,LAG C,BV,BV10,47.36,35.41,,,10,,,,,,
2-Dec-16,2016,TRIG,TRIG C,BW,BW1,55.38,37.87,,,6,,,,,,
2-Dec-16,2016,TRIG,TRIG C,BW,BW2,52.52,38.06,,,6,,,,,,
2-Dec-16,2016,TRIG,TRIG C,BW,BW3,53.52,37.69,,,6,,,,,,
2-Dec-16,2016,TRIG,TRIG C,BW,BW4,54.04,37.75,,,6,,,,,,
2-Dec-16,2016,TRIG,TRIG C,BW,BW5,56.97,38.30,,,6,,,,,,
2-Dec-16,2016,TRIG,TRIG C,BW,BW6,56.77,35.97,,,6,,,,,,
8-Dec-16,2016,RF,RF SW,BX,BX1,52.39,38.37,,,3,,,,,,
8-Dec-16,2016,RF,RF SW,BX,BX2,52.73,38.67,,,3,,,,,,
8-Dec-16,2016,RF,RF SW,BX,BX3,53.43,38.27,,,3,,,,,,
12-Dec-16,2016,,,BY,BY1,52.55,36.61,,,6,,,,,,
12-Dec-16,2016,,,BY,BY2,48.57,36.44,,,6,,,,,,
12-Dec-16,2016,,,BY,BY3,50.69,36.39,,,6,,,,,,
12-Dec-16,2016,,,BY,BY4,47.79,34.93,,,6,,,,,,
12-Dec-16,2016,,,BY,BY5,50.23,36.19,,,6,,,,,,
12-Dec-16,2016,,,BY,BY6,50.16,36.25,,,6,,,,,,
8-Oct-17,2017,PETER'S,PETER'S NW  ,B,B1,52.49,37.2,,,5,,,,,,
8-Oct-17,2017,PETER'S,PETER'S NW  ,B,B2,50.54,36.16,,,5,,,,,,
8-Oct-17,2017,PETER'S,PETER'S NW  ,B,B3,50.94,37.11,,,5,,,,,,
8-Oct-17,2017,PETER'S,PETER'S NW  ,B,B4,53.25,36.37,,,5,,,,,,
8-Oct-17,2017,PETER'S,PETER'S NW  ,B,B5,49.91,36.99,,,5,,,,,,
8-Oct-17,2017,PETER'S,PETER'S N,C,C1,51.12,35.33,,,6,,,,,,
8-Oct-17,2017,PETER'S,PETER'S N,C,C2,51.89,34.18,,,6,,,,,,
8-Oct-17,2017,PETER'S,PETER'S N,C,C3,50.91,34.16,,,6,,,,,,
8-Oct-17,2017,PETER'S,PETER'S N,C,C4,43.75,35.14,,,6,,,,,,
8-Oct-17,2017,PETER'S,PETER'S N,C,C5,52.47,34.77,,,6,,,,,,
8-Oct-17,2017,PETER'S,PETER'S N,C,C6,50.85,34.29,,,6,,,,,,
8-Oct-17,2017,RF,RF  SW  ,D,D1,53.71,36.98,,,10,,,,,,
8-Oct-17,2017,RF,RF  SW  ,D,D2,52.17,37.69,,,10,,,,,,
8-Oct-17,2017,RF,RF  SW  ,D,D3,53.07,38.08,,,10,,,,,,
8-Oct-17,2017,RF,RF  SW  ,D,D4,49.45,35.61,,,10,,,,,,
8-Oct-17,2017,RF,RF  SW  ,D,D5,51.74,37.80,,,10,,,,,,
8-Oct-17,2017,RF,RF  SW  ,D,D6,53.29,37.11,,,10,,,,,,
8-Oct-17,2017,RF,RF  SW  ,D,D7,56.59,36.68,,,10,,,,,,
8-Oct-17,2017,RF,RF  SW  ,D,D8,55.47,36.04,,,10,,,,,,
8-Oct-17,2017,RF,RF  SW  ,D,D9,56.15,36.22,,,10,,,,,,
8-Oct-17,2017,RF,RF  SW  ,D,D10,54.07,37.51,,,10,,,,,,
11-Oct-17,2017,SY1 ,SY1 SE  ,E,E1,54.34,35.74,,,1,,,,,,
8-Oct-17,2017,HAY,HAY SC,F,F1,47.05,34.77,,,8,,,,,,
8-Oct-17,2017,HAY,HAY SC,F,F2,47.83,34.20,,,8,,,,,,
8-Oct-17,2017,HAY,HAY SC,F,F3,46.56,35.00,,,8,,,,,,
8-Oct-17,2017,HAY,HAY SC,F,F4,55.40,38.50,,,8,,,,,,
8-Oct-17,2017,HAY,HAY SC,F,F5,55.08,38.11,,,8,,,,,,
8-Oct-17,2017,HAY,HAY SC,F,F6,54.77,38.30,,,8,,,,,,
8-Oct-17,2017,HAY,HAY SC,F,F7,54.39,39.18,,,8,,,,,,
8-Oct-17,2017,HAY,HAY SC,F,F8,54.77,38.48,,,8,,,,,,
8-Oct-17,2017,ABAY,ABAY W,G,G1,53.40,36.48,,,3,,,,,,
8-Oct-17,2017,ABAY,ABAY W,G,G2,53.45,37.43,,,3,,,,,,
8-Oct-17,2017,ABAY,ABAY W,G,G3,50.37,36.35,,,3,,,,,,
11-Oct-17,2017,CACT/SY1,CACT VALLEY NEAR SY1,H,H1,54.20,35.37,,,6,,,,3 eggs 3 chicks caught two other chicks later,,
11-Oct-17,2017,CACT/SY1,CACT VALLEY NEAR SY1,H,H2,53.72,37.42,,,6,,,,3 eggs 3 chicks caught two other chicks later,,
11-Oct-17,2017,CACT/SY1,CACT VALLEY NEAR SY1,H,H3,55.01,37.14,,,6,,,,3 eggs 3 chicks caught two other chicks later,,
11-Oct-17,2017,SY1 ,SY1 CW,I,I1,50.75,38.27,,,5,,,,,,
11-Oct-17,2017,SY1 ,SY1 CW,I,I2,50.04,36.64,,,5,,,,,,
11-Oct-17,2017,SY1 ,SY1 CW,I,I3,53.18,38.70,,,5,,,,,,
11-Oct-17,2017,SY1 ,SY1 CW,I,I4,55.82,38.34,,,5,,,,,,
11-Oct-17,2017,SY1 ,SY1 CW,I,I5,53.64,37.53,,,5,,,,OUT OF THE NEST,,
14-Oct-17,2017,SY2,SY2 CS,K,K1,52.40,37.50,,,9,,,,,,
14-Oct-17,2017,SY2,SY2 CS,K,K2,50.03,37.82,,,9,,,,,,
14-Oct-17,2017,SY2,SY2 CS,K,K3,50.60,37.02,,,9,,,,,,
14-Oct-17,2017,SY2,SY2 CS,K,K4,49.69,36.20,,,9,,,,,,
14-Oct-17,2017,SY2,SY2 CS,K,K5,50.80,38.08,,,9,,,,,,
14-Oct-17,2017,SY2,SY2 CS,K,K6,49.86,36.98,,,9,,,,,,
14-Oct-17,2017,SY2,SY2 CS,K,K7,50.97,38.31,,,9,,,,,,
14-Oct-17,2017,SY2,SY2 CS,K,K8,49.76,36.45,,,9,,,,,,
14-Oct-17,2017,SY2,SY2 CS,K,K9,49.46,38.77,,,9,,,,,,
18-Oct-17,2017,NPB,NPB SC,O,O1,48.7,37.26,,,8,,,,,,
18-Oct-17,2017,NPB,NPB SC,O,O2,46.73,35.31,,,8,,,,,,
18-Oct-17,2017,NPB,NPB SC,O,O3,49.69,35.93,,,8,,,,,,
18-Oct-17,2017,NPB,NPB SC,O,O4,48.12,33.77,,,8,,,,,,
18-Oct-17,2017,NPB,NPB SC,O,O5,54.32,35.66,,,8,,,,,,
18-Oct-17,2017,NPB,NPB SC,O,O6,51.51,36.26,,,8,,,,,,
22-Oct-17,2017,NPB,NPB SC,O,O7,51.05,36.63,,,8,,,,,,
22-Oct-17,2017,NPB,NPB SC,O,O8,50.94,34.07,,,8,,,,Out in junior nest cold – stepped on and lost.,,
18-Oct-17,2017,NPB ,NPB SCE ,P,P1,55.45,37.82,,,5,,,,,,
18-Oct-17,2017,NPB ,NPB SCE ,P,P2,54.75,36.85,,,5,,,,,,
18-Oct-17,2017,NPB ,NPB SCE ,P,P3,55.62,37.78,,,5,,,,Star pipped,,
18-Oct-17,2017,NPB ,NPB SCE ,P,P4,53.14,38.24,,,5,,,,cold,,
18-Oct-17,2017,NPB ,NPB SCE ,P,P5,50.52,37.50,,,5,,,,cold,,
18-Oct-17,2017,SPB ,SPB GATE NEAR NPB,Q,Q1,49.85,34.55,,,1,,,,COLD,,
18-Oct-17,2017,SPB ,SPB E KUKUYU W OF TRAIL,R,R1,53.13,38.80,,,6,,,,,,
18-Oct-17,2017,SPB ,SPB E KUKUYU W OF TRAIL,R,R2,52.65,37.40,,,6,,,,,,
18-Oct-17,2017,SPB ,SPB E KUKUYU W OF TRAIL,R,R3,51.17,37.04,,,6,,,,,,
18-Oct-17,2017,SPB ,SPB E KUKUYU W OF TRAIL,R,R4,55.35,38.28,,,6,,,,,,
18-Oct-17,2017,SPB ,SPB E KUKUYU W OF TRAIL,R,R5,54.86,38.28,,,6,,,,,,
18-Oct-17,2017,SPB ,SPB E KUKUYU W OF TRAIL,R,R6,52.61,37.87,,,6,,,,,,
18-Oct-17,2017,NPB,NPB C,S,S1,51.87,36.86,,,2,,,,,,
18-Oct-17,2017,NPB,NPB C,S,S2,53.79,37.89,,,2,,,,,,
19-Oct-17,2017,WSHP ,WSHP SC,V,V1,51.45,36.13,,,6,,,,,,
19-Oct-17,2017,WSHP ,WSHP SC,V,V2,53.61,36.41,,,6,,,,,,
19-Oct-17,2017,WSHP ,WSHP SC,V,V3,50.68,36.05,,,6,,,,,,
19-Oct-17,2017,WSHP ,WSHP SC,V,V4,49.51,35.39,,,6,,,,,,
19-Oct-17,2017,WSHP ,WSHP SC,V,V5,51.52,35.92,,,6,,,,,,
19-Oct-17,2017,WSHP ,WSHP SC,V,V6,50.17,36.19,,,6,,,,,,
19-Oct-17,2017,STAFF,STAFF S NEAR TROUGH,W,W1,52.02,34.74,,,7,,,,,,
19-Oct-17,2017,STAFF,STAFF S NEAR TROUGH,W,W2,54.02,37.12,,,7,,,,,,
19-Oct-17,2017,STAFF,STAFF S NEAR TROUGH,W,W3,49.82,33.89,,,7,,,,,,
19-Oct-17,2017,STAFF,STAFF S NEAR TROUGH,W,W4,55.03,36.35,,,7,,,,,,
19-Oct-17,2017,STAFF,STAFF S NEAR TROUGH,W,W5,55.26,36.90,,,7,,,,,,
19-Oct-17,2017,STAFF,STAFF S NEAR TROUGH,W,W6,55.74,36.80,,,7,,,,,,
19-Oct-17,2017,STAFF,STAFF S NEAR TROUGH,W,W7,51.64,36.45,,,7,,,,,,
19-Oct-17,2017,LAG,LAG W EDGE,X,X1,55.12,37.24,,,10,,,,,,
19-Oct-17,2017,LAG,LAG W EDGE,X,X2,53.85,37.65,,,10,,,,,,
19-Oct-17,2017,LAG,LAG W EDGE,X,X3,52.86,37.47,,,10,,,,,,
19-Oct-17,2017,LAG,LAG W EDGE,X,X4,55.14,37.22,,,10,,,,,,
19-Oct-17,2017,LAG,LAG W EDGE,X,X5,53.03,37.47,,,10,,,,,,
19-Oct-17,2017,LAG,LAG W EDGE,X,X6,53.46,36.25,,,10,,,,,,
19-Oct-17,2017,LAG,LAG W EDGE,X,X7,53.37,36.53,,,10,,,,,,
19-Oct-17,2017,LAG,LAG W EDGE,X,X8,50.94,35.97,,,10,,,,,,
19-Oct-17,2017,LAG,LAG W EDGE,X,X9,50.95,36.00,,,10,,,,,,
19-Oct-17,2017,LAG,LAG W EDGE,X,X10,51.54,36.20,,,10,,,,,,
23-Oct-17,2017,RF,RF NE,Y,Y1,53.26,37.00,,,11,,,,,,
23-Oct-17,2017,RF,RF NE,Y,Y2,53.31,36.93,,,11,,,,,,
23-Oct-17,2017,RF,RF NE,Y,Y3,52.11,36.07,,,11,,,,,,
23-Oct-17,2017,RF,RF NE,Y,Y4,53.16,37.70,,,11,,,,,,
23-Oct-17,2017,RF,RF NE,Y,Y5,52.42,37.87,,,11,,,,,,
23-Oct-17,2017,RF,RF NE,Y,Y6,55.70,37.40,,,11,,,,,,
23-Oct-17,2017,RF,RF NE,Y,Y7,52.65,35.78,,,11,,,,,,
23-Oct-17,2017,RF,RF NE,Y,Y8,50.86,37.23,,,11,,,,,,
23-Oct-17,2017,RF,RF NE,Y,Y9,48.77,35.71,,,11,,,,,,
23-Oct-17,2017,RF,RF NE,Y,Y10,52.67,36.84,,,11,,,,,,
23-Oct-17,2017,RF,RF NE,Y,Y11,52.74,37.01,,,11,,,,,,
29-Oct-17,2017,CACT,CACT E VALLEY NEAR ABAY,Z,Z1,50.29,36.61,,,3,,,,,,
29-Oct-17,2017,CACT,CACT E VALLEY NEAR ABAY,Z,Z2,50.51,37.23,,,3,,,,,,
29-Oct-17,2017,CACT,CACT E VALLEY NEAR ABAY,Z,Z3,51.03,36.34,,,3,,,,,,
29-Oct-17,2017,ABAY/RF,ABAY SW NEAR LIVESTOOCK GRATE BY RF,AA,AA1,53.23,37.86,,,7,,,,,,
29-Oct-17,2017,ABAY/RF,ABAY SW NEAR LIVESTOOCK GRATE BY RF,AA,AA2,53.94,37.54,,,7,,,,,,
29-Oct-17,2017,ABAY/RF,ABAY SW NEAR LIVESTOOCK GRATE BY RF,AA,AA3,53.66,37.42,,,7,,,,,,
29-Oct-17,2017,ABAY/RF,ABAY SW NEAR LIVESTOOCK GRATE BY RF,AA,AA4,53.14,38.41,,,7,,,,,,
29-Oct-17,2017,ABAY/RF,ABAY SW NEAR LIVESTOOCK GRATE BY RF,AA,AA5,54.32,38.22,,,7,,,,,,
29-Oct-17,2017,ABAY/RF,ABAY SW NEAR LIVESTOOCK GRATE BY RF,AA,AA6,50.97,38.77,,,7,,,,,,
29-Oct-17,2017,ABAY/RF,ABAY SW NEAR LIVESTOOCK GRATE BY RF,AA,AA7,53.23,37.39,,,7,,,,,,
31-Oct-17,2017,ECAMP,CAMP WL BY ECAMP,AC,AC1,53.35,38.74,,,14,,,,,,
31-Oct-17,2017,ECAMP,CAMP WL BY ECAMP,AC,AC2,55.39,37.03,,,14,,,,,,
31-Oct-17,2017,ECAMP,CAMP WL BY ECAMP,AC,AC3,56.06,36.35,,,14,,,,,,
31-Oct-17,2017,ECAMP,CAMP WL BY ECAMP,AC,AC4,53.22,39.20,,,14,,,,,,
31-Oct-17,2017,ECAMP,CAMP WL BY ECAMP,AC,AC5,57.28,37.82,,,14,,,,badly smashed membrane,,
